epiweek,time_value,issue,geo_type,geo_value,week,weekorder,sarscov2_tests,sarscov2_positive_tests,flu_tests,flu_positive_tests,fluah1n1pdm09_positive_tests,fluah3_positive_tests,fluauns_positive_tests,flua_positive_tests,flub_positive_tests,rsv_tests,rsv_positive_tests,hpiv_tests,hpiv1_positive_tests,hpiv2_positive_tests,hpiv3_positive_tests,hpiv4_positive_tests,hpivother_positive_tests,adv_tests,adv_positive_tests,hmpv_tests,hmpv_positive_tests,evrv_tests,evrv_positive_tests,hcov_tests,hcov_positive_tests,year
202537,2025-09-13,2025-09-26,region,territories,37,3,173.0,10.0,170.0,1.0,1.0,0.0,0.0,1.0,0.0,170.0,0.0,,,,,,,40.0,0.0,40.0,0.0,40.0,17.0,,,2025
202537,2025-09-13,2025-09-26,nation,ca,37,3,20990.0,2000.0,16510.0,89.0,41.0,16.0,26.0,83.0,6.0,15795.0,43.0,7298.0,22.0,14.0,33.0,20.0,75.0,7376.0,47.0,7343.0,37.0,7454.0,1180.0,7222.0,22.0,2025
202538,2025-09-20,2025-09-26,lab,nl,38,4,289.0,36.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,241.0,5.0,241.0,0.0,1.0,1.0,4.0,0.0,241.0,2.0,241.0,1.0,241.0,36.0,241.0,0.0,2025
202538,2025-09-20,2025-09-26,lab,pe,38,4,33.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,3.0,5.0,0.0,2025
202538,2025-09-20,2025-09-26,lab,ns,38,4,766.0,97.0,775.0,1.0,0.0,0.0,1.0,1.0,0.0,775.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,21.0,0.0,21.0,2.0,21.0,0.0,2025
202538,2025-09-20,2025-09-26,lab,nb,38,4,604.0,27.0,425.0,0.0,0.0,0.0,0.0,0.0,0.0,425.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,93.0,2.0,93.0,1.0,93.0,31.0,93.0,0.0,2025
202538,2025-09-20,2025-09-26,region,atlantic,38,4,1692.0,164.0,1452.0,1.0,0.0,0.0,1.0,1.0,0.0,1452.0,6.0,360.0,0.0,1.0,1.0,4.0,0.0,360.0,4.0,360.0,2.0,360.0,72.0,360.0,0.0,2025
202538,2025-09-20,2025-09-26,lab,région nord est,38,4,811.0,66.0,534.0,2.0,0.0,0.0,2.0,2.0,0.0,371.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,28.0,0.0,32.0,9.0,28.0,0.0,2025
202538,2025-09-20,2025-09-26,lab,québec chaudière appalaches,38,4,1485.0,228.0,1018.0,5.0,0.0,0.0,3.0,3.0,2.0,1018.0,2.0,226.0,1.0,0.0,1.0,0.0,0.0,244.0,17.0,226.0,2.0,260.0,80.0,220.0,1.0,2025
202538,2025-09-20,2025-09-26,lab,centre du québec,38,4,1345.0,179.0,750.0,1.0,0.0,0.0,1.0,1.0,0.0,578.0,1.0,31.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,31.0,0.0,45.0,7.0,31.0,0.0,2025
202538,2025-09-20,2025-09-26,lab,montréal laval,38,4,2307.0,313.0,1657.0,7.0,0.0,0.0,6.0,6.0,1.0,1269.0,2.0,697.0,5.0,1.0,2.0,0.0,0.0,697.0,13.0,697.0,0.0,732.0,116.0,697.0,2.0,2025
202538,2025-09-20,2025-09-26,lab,ouest du québec,38,4,1000.0,131.0,731.0,2.0,0.0,0.0,2.0,2.0,0.0,714.0,1.0,29.0,0.0,0.0,1.0,0.0,0.0,29.0,1.0,29.0,0.0,35.0,10.0,29.0,0.0,2025
202538,2025-09-20,2025-09-26,lab,montérégie,38,4,1311.0,140.0,897.0,2.0,0.0,0.0,2.0,2.0,0.0,897.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0,0.0,31.0,2.0,18.0,0.0,2025
202538,2025-09-20,2025-09-26,region,qc,38,4,8259.0,1057.0,5587.0,19.0,0.0,0.0,16.0,16.0,3.0,4847.0,9.0,1029.0,6.0,1.0,4.0,0.0,0.0,1047.0,32.0,1029.0,2.0,1135.0,224.0,1023.0,3.0,2025
202538,2025-09-20,2025-09-26,lab,phol ottawa,38,4,89.0,12.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,55.0,0.0,0.0,0.0,0.0,8.0,55.0,0.0,55.0,4.0,55.0,17.0,55.0,0.0,2025
202538,2025-09-20,2025-09-26,lab,eorla,38,4,586.0,42.0,571.0,3.0,1.0,0.0,1.0,2.0,1.0,571.0,1.0,91.0,2.0,1.0,2.0,2.0,0.0,91.0,3.0,91.0,0.0,91.0,38.0,91.0,1.0,2025
202538,2025-09-20,2025-09-26,lab,phol kingston,38,4,101.0,34.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,69.0,0.0,0.0,0.0,0.0,1.0,69.0,1.0,69.0,0.0,69.0,21.0,69.0,0.0,2025
202538,2025-09-20,2025-09-26,lab,phol peterborough,38,4,34.0,10.0,58.0,1.0,0.0,1.0,0.0,1.0,0.0,58.0,1.0,53.0,0.0,0.0,0.0,0.0,5.0,53.0,1.0,53.0,0.0,53.0,24.0,53.0,0.0,2025
202538,2025-09-20,2025-09-26,lab,phol toronto,38,4,879.0,184.0,1029.0,9.0,8.0,6.0,0.0,8.0,1.0,1029.0,0.0,873.0,0.0,0.0,0.0,0.0,54.0,873.0,2.0,873.0,13.0,873.0,313.0,873.0,7.0,2025
202538,2025-09-20,2025-09-26,lab,uhn mount sinai hospital,38,4,591.0,35.0,607.0,3.0,0.0,0.0,3.0,3.0,0.0,607.0,1.0,81.0,0.0,0.0,0.0,1.0,0.0,81.0,0.0,81.0,0.0,81.0,10.0,81.0,0.0,2025
202538,2025-09-20,2025-09-26,lab,sick kids hospital toronto,38,4,,,,,,,,,,,,,,,,,,,,,,,,,,2025
202538,2025-09-20,2025-09-26,lab,shared hospital laboratory,38,4,1386.0,75.0,1162.0,6.0,2.0,1.0,2.0,5.0,1.0,1162.0,1.0,1156.0,0.0,0.0,0.0,0.0,23.0,1156.0,0.0,1161.0,3.0,1161.0,99.0,1161.0,1.0,2025
202538,2025-09-20,2025-09-26,lab,phol hamilton,38,4,41.0,2.0,99.0,0.0,1.0,0.0,0.0,0.0,0.0,99.0,0.0,91.0,0.0,0.0,0.0,0.0,5.0,91.0,0.0,91.0,1.0,91.0,59.0,91.0,2.0,2025
202538,2025-09-20,2025-09-26,lab,st josephs hamilton,38,4,1052.0,63.0,1031.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.0,2.0,1031.0,0.0,0.0,0.0,0.0,9.0,1031.0,3.0,1031.0,2.0,1031.0,123.0,1031.0,2.0,2025
202538,2025-09-20,2025-09-26,lab,phol london,38,4,252.0,45.0,272.0,0.0,0.0,0.0,0.0,0.0,0.0,272.0,2.0,231.0,0.0,0.0,0.0,0.0,6.0,231.0,0.0,231.0,2.0,231.0,76.0,231.0,0.0,2025
202538,2025-09-20,2025-09-26,lab,st josephs london,38,4,380.0,27.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,1.0,81.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,81.0,0.0,81.0,13.0,1.0,0.0,2025
202538,2025-09-20,2025-09-26,lab,phol orillia,38,4,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,4.0,5.0,0.0,2025
202538,2025-09-20,2025-09-26,lab,phol sudbury,38,4,14.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,14.0,0.0,14.0,2.0,14.0,0.0,2025
202538,2025-09-20,2025-09-26,lab,phol timmins,38,4,22.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,20.0,17.0,20.0,0.0,2025
202538,2025-09-20,2025-09-26,lab,phol sault ste marie,38,4,8.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,13.0,4.0,13.0,0.0,2025
202538,2025-09-20,2025-09-26,lab,sault area hospital,38,4,76.0,9.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,66.0,2.0,0.0,0.0,0.0,0.0,66.0,0.0,66.0,0.0,66.0,8.0,66.0,0.0,2025
202538,2025-09-20,2025-09-26,lab,phol thunder bay,38,4,16.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,12.0,4.0,12.0,0.0,2025
202538,2025-09-20,2025-09-26,region,on,38,4,5531.0,544.0,5246.0,22.0,12.0,8.0,6.0,19.0,3.0,5246.0,9.0,3942.0,4.0,1.0,2.0,3.0,112.0,3942.0,10.0,3947.0,25.0,3947.0,832.0,3867.0,13.0,2025
202538,2025-09-20,2025-09-26,lab,mb,38,4,945.0,96.0,928.0,0.0,0.0,0.0,0.0,0.0,0.0,928.0,0.0,78.0,1.0,1.0,1.0,0.0,0.0,78.0,4.0,78.0,0.0,78.0,22.0,78.0,0.0,2025
202538,2025-09-20,2025-09-26,lab,sk,38,4,905.0,70.0,838.0,11.0,0.0,0.0,9.0,9.0,2.0,792.0,1.0,315.0,2.0,0.0,2.0,0.0,0.0,315.0,3.0,315.0,0.0,315.0,64.0,315.0,0.0,2025
202538,2025-09-20,2025-09-26,lab,ab,38,4,3438.0,242.0,1355.0,9.0,4.0,4.0,1.0,9.0,0.0,1313.0,3.0,1313.0,6.0,1.0,4.0,3.0,0.0,1313.0,4.0,1313.0,2.0,1313.0,285.0,1313.0,1.0,2025
202538,2025-09-20,2025-09-26,region,prairies,38,4,5288.0,408.0,3121.0,20.0,4.0,4.0,10.0,18.0,2.0,3033.0,4.0,1706.0,9.0,2.0,7.0,3.0,0.0,1706.0,11.0,1706.0,2.0,1706.0,371.0,1706.0,1.0,2025
202538,2025-09-20,2025-09-26,region,bc,38,4,2695.0,288.0,2938.0,30.0,8.0,2.0,0.0,30.0,0.0,2928.0,15.0,696.0,2.0,2.0,2.0,2.0,0.0,716.0,7.0,696.0,1.0,711.0,173.0,687.0,1.0,2025
202538,2025-09-20,2025-09-26,lab,yt,38,4,22.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,,,,,,,,,,,,,,,2025
202538,2025-09-20,2025-09-26,lab,nt,38,4,44.0,1.0,44.0,3.0,3.0,0.0,0.0,3.0,0.0,44.0,0.0,,,,,,,44.0,1.0,44.0,0.0,44.0,15.0,,,2025
202538,2025-09-20,2025-09-26,lab,nu,38,4,,,,,,,,,,,,,,,,,,,,,,,,,,2025
202538,2025-09-20,2025-09-26,region,territories,38,4,66.0,2.0,67.0,3.0,3.0,0.0,0.0,3.0,0.0,67.0,0.0,,,,,,,44.0,1.0,44.0,0.0,44.0,15.0,,,2025
202538,2025-09-20,2025-09-26,nation,ca,38,4,23531.0,2463.0,18411.0,95.0,27.0,14.0,33.0,87.0,8.0,17573.0,43.0,7733.0,21.0,7.0,16.0,12.0,112.0,7815.0,65.0,7782.0,32.0,7903.0,1687.0,7643.0,18.0,2025
202535,2025-08-30,2025-10-03,lab,nl,35,1,229.0,23.0,210.0,1.0,0.0,0.0,0.0,0.0,1.0,210.0,1.0,210.0,0.0,2.0,5.0,4.0,0.0,210.0,2.0,210.0,2.0,210.0,23.0,210.0,0.0,2025
202535,2025-08-30,2025-10-03,lab,pe,35,1,33.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,1.0,3.0,0.0,2025
202535,2025-08-30,2025-10-03,lab,ns,35,1,587.0,61.0,592.0,2.0,0.0,0.0,1.0,1.0,1.0,592.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,23.0,0.0,23.0,3.0,23.0,0.0,2025
202535,2025-08-30,2025-10-03,lab,nb,35,1,472.0,18.0,330.0,1.0,0.0,0.0,1.0,1.0,0.0,321.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,70.0,2.0,70.0,3.0,70.0,9.0,70.0,0.0,2025
202535,2025-08-30,2025-10-03,region,atlantic,35,1,1321.0,107.0,1139.0,4.0,0.0,0.0,2.0,2.0,2.0,1130.0,1.0,306.0,0.0,2.0,5.0,4.0,0.0,306.0,5.0,306.0,5.0,306.0,36.0,306.0,0.0,2025
202535,2025-08-30,2025-10-03,lab,région nord est,35,1,535.0,42.0,347.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0,0.0,21.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,21.0,0.0,25.0,2.0,21.0,0.0,2025
202535,2025-08-30,2025-10-03,lab,québec chaudière appalaches,35,1,975.0,61.0,736.0,2.0,0.0,0.0,0.0,0.0,2.0,736.0,0.0,196.0,0.0,0.0,0.0,0.0,0.0,207.0,7.0,196.0,0.0,224.0,35.0,196.0,1.0,2025
202535,2025-08-30,2025-10-03,lab,centre du québec,35,1,922.0,87.0,567.0,1.0,0.0,0.0,1.0,1.0,0.0,443.0,3.0,42.0,3.0,0.0,0.0,0.0,0.0,42.0,1.0,42.0,0.0,47.0,13.0,42.0,0.0,2025
202535,2025-08-30,2025-10-03,lab,montréal laval,35,1,1655.0,140.0,1227.0,9.0,0.0,0.0,6.0,6.0,3.0,1035.0,3.0,547.0,4.0,1.0,5.0,1.0,0.0,547.0,7.0,547.0,1.0,585.0,57.0,547.0,0.0,2025
202535,2025-08-30,2025-10-03,lab,ouest du québec,35,1,678.0,58.0,525.0,0.0,0.0,0.0,0.0,0.0,0.0,523.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,17.0,0.0,20.0,2.0,17.0,0.0,2025
202535,2025-08-30,2025-10-03,lab,montérégie,35,1,1016.0,78.0,706.0,6.0,0.0,0.0,6.0,6.0,0.0,706.0,3.0,11.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,11.0,0.0,28.0,1.0,11.0,0.0,2025
202535,2025-08-30,2025-10-03,region,qc,35,1,5781.0,466.0,4108.0,18.0,0.0,0.0,13.0,13.0,5.0,3662.0,12.0,834.0,7.0,1.0,7.0,1.0,0.0,845.0,15.0,834.0,1.0,929.0,110.0,834.0,1.0,2025
202535,2025-08-30,2025-10-03,lab,phol ottawa,35,1,68.0,8.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,42.0,0.0,0.0,0.0,0.0,6.0,42.0,0.0,42.0,4.0,42.0,6.0,42.0,1.0,2025
202535,2025-08-30,2025-10-03,lab,eorla,35,1,501.0,23.0,485.0,1.0,0.0,1.0,0.0,1.0,0.0,485.0,1.0,76.0,0.0,0.0,0.0,0.0,0.0,76.0,4.0,76.0,0.0,76.0,24.0,76.0,0.0,2025
202535,2025-08-30,2025-10-03,lab,phol kingston,35,1,34.0,1.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,40.0,0.0,0.0,0.0,0.0,5.0,40.0,0.0,40.0,0.0,40.0,10.0,40.0,0.0,2025
202535,2025-08-30,2025-10-03,lab,phol peterborough,35,1,16.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,30.0,0.0,0.0,0.0,0.0,3.0,30.0,0.0,30.0,0.0,30.0,7.0,30.0,0.0,2025
202535,2025-08-30,2025-10-03,lab,phol toronto,35,1,588.0,92.0,606.0,0.0,1.0,3.0,0.0,0.0,0.0,606.0,1.0,519.0,0.0,0.0,0.0,0.0,44.0,520.0,5.0,519.0,5.0,519.0,114.0,519.0,2.0,2025
202535,2025-08-30,2025-10-03,lab,uhn mount sinai hospital,35,1,576.0,29.0,524.0,3.0,0.0,1.0,1.0,2.0,1.0,524.0,1.0,78.0,1.0,0.0,1.0,0.0,0.0,78.0,0.0,78.0,0.0,78.0,3.0,78.0,1.0,2025
202535,2025-08-30,2025-10-03,lab,sick kids hospital toronto,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,2025
202535,2025-08-30,2025-10-03,lab,shared hospital laboratory,35,1,1132.0,43.0,908.0,3.0,1.0,0.0,2.0,3.0,0.0,908.0,3.0,911.0,0.0,0.0,0.0,0.0,13.0,911.0,3.0,912.0,2.0,912.0,27.0,912.0,0.0,2025
202535,2025-08-30,2025-10-03,lab,phol hamilton,35,1,27.0,0.0,51.0,0.0,0.0,1.0,0.0,0.0,0.0,51.0,0.0,46.0,0.0,0.0,0.0,0.0,7.0,46.0,3.0,46.0,0.0,46.0,4.0,46.0,0.0,2025
202535,2025-08-30,2025-10-03,lab,st josephs hamilton,35,1,842.0,37.0,824.0,1.0,0.0,0.0,1.0,1.0,0.0,824.0,1.0,824.0,0.0,0.0,0.0,0.0,6.0,824.0,0.0,824.0,2.0,824.0,43.0,824.0,1.0,2025
202535,2025-08-30,2025-10-03,lab,phol london,35,1,127.0,13.0,114.0,1.0,0.0,0.0,1.0,1.0,0.0,114.0,0.0,110.0,0.0,0.0,0.0,0.0,2.0,110.0,7.0,110.0,1.0,110.0,11.0,110.0,0.0,2025
202535,2025-08-30,2025-10-03,lab,st josephs london,35,1,261.0,11.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,54.0,2.0,54.0,0.0,54.0,0.0,0.0,0.0,2025
202535,2025-08-30,2025-10-03,lab,phol orillia,35,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
202535,2025-08-30,2025-10-03,lab,phol sudbury,35,1,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,1.0,3.0,0.0,2025
202535,2025-08-30,2025-10-03,lab,phol timmins,35,1,4.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,2025
202535,2025-08-30,2025-10-03,lab,phol sault ste marie,35,1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2025
202535,2025-08-30,2025-10-03,lab,sault area hospital,35,1,39.0,1.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,35.0,0.0,35.0,0.0,35.0,0.0,2025
202535,2025-08-30,2025-10-03,lab,phol thunder bay,35,1,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,2025
202535,2025-08-30,2025-10-03,region,on,35,1,4222.0,258.0,3757.0,9.0,2.0,6.0,5.0,8.0,1.0,3757.0,7.0,2782.0,1.0,0.0,1.0,0.0,86.0,2783.0,24.0,2783.0,14.0,2783.0,250.0,2729.0,5.0,2025
202535,2025-08-30,2025-10-03,lab,mb,35,1,608.0,35.0,663.0,2.0,0.0,0.0,2.0,2.0,0.0,663.0,0.0,36.0,1.0,0.0,0.0,0.0,0.0,36.0,0.0,36.0,0.0,36.0,3.0,36.0,0.0,2025
202535,2025-08-30,2025-10-03,lab,sk,35,1,604.0,37.0,560.0,2.0,0.0,0.0,2.0,2.0,0.0,535.0,0.0,230.0,0.0,0.0,4.0,1.0,0.0,230.0,2.0,230.0,0.0,230.0,35.0,230.0,0.0,2025
202535,2025-08-30,2025-10-03,lab,ab,35,1,3402.0,190.0,1359.0,13.0,9.0,4.0,0.0,13.0,0.0,1338.0,4.0,1338.0,8.0,4.0,8.0,5.0,0.0,1338.0,6.0,1338.0,2.0,1338.0,171.0,1338.0,3.0,2025
202535,2025-08-30,2025-10-03,region,prairies,35,1,4614.0,262.0,2582.0,17.0,9.0,4.0,4.0,17.0,0.0,2536.0,4.0,1604.0,9.0,4.0,12.0,6.0,0.0,1604.0,8.0,1604.0,2.0,1604.0,209.0,1604.0,3.0,2025
202535,2025-08-30,2025-10-03,region,bc,35,1,2164.0,225.0,2402.0,29.0,21.0,3.0,1.0,29.0,0.0,2391.0,14.0,664.0,4.0,1.0,8.0,4.0,0.0,685.0,10.0,664.0,6.0,687.0,99.0,655.0,1.0,2025
202535,2025-08-30,2025-10-03,lab,yt,35,1,30.0,0.0,18.0,2.0,2.0,0.0,0.0,2.0,0.0,18.0,0.0,,,,,,,,,,,,,,,2025
202535,2025-08-30,2025-10-03,lab,nt,35,1,29.0,2.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,,,,,,,29.0,0.0,29.0,0.0,29.0,11.0,,,2025
202535,2025-08-30,2025-10-03,lab,nu,35,1,91.0,2.0,91.0,1.0,1.0,0.0,0.0,1.0,0.0,91.0,0.0,,,,,,,,,,,,,,,2025
202535,2025-08-30,2025-10-03,region,territories,35,1,150.0,4.0,138.0,3.0,3.0,0.0,0.0,3.0,0.0,138.0,0.0,,,,,,,29.0,0.0,29.0,0.0,29.0,11.0,,,2025
202535,2025-08-30,2025-10-03,nation,ca,35,1,18252.0,1322.0,14126.0,80.0,35.0,13.0,25.0,72.0,8.0,13614.0,38.0,6190.0,21.0,8.0,33.0,15.0,86.0,6252.0,62.0,6220.0,28.0,6338.0,715.0,6128.0,10.0,2025
202536,2025-09-06,2025-10-03,lab,nl,36,2,247.0,37.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,1.0,208.0,0.0,0.0,8.0,4.0,0.0,208.0,3.0,208.0,2.0,208.0,22.0,208.0,0.0,2025
202536,2025-09-06,2025-10-03,lab,pe,36,2,19.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,3.0,3.0,0.0,2025
202536,2025-09-06,2025-10-03,lab,ns,36,2,568.0,52.0,583.0,1.0,0.0,0.0,1.0,1.0,0.0,583.0,1.0,31.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,31.0,0.0,31.0,5.0,31.0,0.0,2025
202536,2025-09-06,2025-10-03,lab,nb,36,2,511.0,29.0,355.0,1.0,0.0,1.0,0.0,1.0,0.0,350.0,0.0,80.0,0.0,1.0,0.0,3.0,0.0,80.0,2.0,80.0,0.0,80.0,14.0,80.0,1.0,2025
202536,2025-09-06,2025-10-03,region,atlantic,36,2,1345.0,120.0,1151.0,2.0,0.0,1.0,1.0,2.0,0.0,1146.0,2.0,322.0,0.0,1.0,8.0,7.0,0.0,322.0,5.0,322.0,2.0,322.0,44.0,322.0,1.0,2025
202536,2025-09-06,2025-10-03,lab,région nord est,36,2,657.0,59.0,428.0,1.0,0.0,0.0,1.0,1.0,0.0,300.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,29.0,0.0,31.0,5.0,29.0,0.0,2025
202536,2025-09-06,2025-10-03,lab,québec chaudière appalaches,36,2,1095.0,83.0,757.0,4.0,0.0,0.0,1.0,1.0,3.0,757.0,1.0,209.0,1.0,0.0,0.0,1.0,0.0,226.0,10.0,209.0,1.0,230.0,49.0,209.0,0.0,2025
202536,2025-09-06,2025-10-03,lab,centre du québec,36,2,1036.0,128.0,587.0,2.0,0.0,0.0,2.0,2.0,0.0,447.0,1.0,29.0,1.0,0.0,0.0,1.0,0.0,29.0,0.0,29.0,0.0,44.0,7.0,29.0,0.0,2025
202536,2025-09-06,2025-10-03,lab,montréal laval,36,2,1690.0,170.0,1308.0,4.0,0.0,0.0,4.0,4.0,0.0,1056.0,3.0,575.0,5.0,1.0,1.0,1.0,0.0,575.0,9.0,575.0,2.0,603.0,71.0,575.0,1.0,2025
202536,2025-09-06,2025-10-03,lab,ouest du québec,36,2,745.0,83.0,463.0,0.0,0.0,0.0,0.0,0.0,0.0,461.0,0.0,18.0,0.0,0.0,1.0,0.0,0.0,18.0,1.0,18.0,0.0,25.0,10.0,18.0,0.0,2025
202536,2025-09-06,2025-10-03,lab,montérégie,36,2,1057.0,86.0,797.0,2.0,0.0,0.0,2.0,2.0,0.0,797.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,24.0,2.0,13.0,0.0,2025
202536,2025-09-06,2025-10-03,region,qc,36,2,6280.0,609.0,4340.0,13.0,0.0,0.0,10.0,10.0,3.0,3818.0,10.0,873.0,7.0,1.0,2.0,3.0,0.0,890.0,20.0,873.0,3.0,957.0,144.0,873.0,1.0,2025
202536,2025-09-06,2025-10-03,lab,phol ottawa,36,2,50.0,5.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,40.0,0.0,0.0,0.0,0.0,8.0,40.0,0.0,40.0,3.0,40.0,4.0,40.0,0.0,2025
202536,2025-09-06,2025-10-03,lab,eorla,36,2,525.0,18.0,452.0,1.0,0.0,0.0,1.0,1.0,0.0,452.0,1.0,74.0,0.0,0.0,1.0,0.0,0.0,74.0,3.0,74.0,0.0,74.0,21.0,74.0,0.0,2025
202536,2025-09-06,2025-10-03,lab,phol kingston,36,2,38.0,7.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,41.0,0.0,0.0,0.0,0.0,1.0,41.0,0.0,41.0,0.0,41.0,13.0,41.0,0.0,2025
202536,2025-09-06,2025-10-03,lab,phol peterborough,36,2,9.0,0.0,39.0,2.0,2.0,1.0,0.0,2.0,0.0,39.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,33.0,0.0,33.0,12.0,33.0,0.0,2025
202536,2025-09-06,2025-10-03,lab,phol toronto,36,2,614.0,131.0,766.0,2.0,3.0,3.0,0.0,2.0,0.0,766.0,1.0,678.0,0.0,0.0,0.0,0.0,48.0,678.0,1.0,678.0,7.0,678.0,170.0,678.0,4.0,2025
202536,2025-09-06,2025-10-03,lab,uhn mount sinai hospital,36,2,504.0,40.0,482.0,4.0,0.0,0.0,4.0,4.0,0.0,482.0,0.0,67.0,0.0,0.0,1.0,0.0,0.0,67.0,0.0,67.0,1.0,67.0,3.0,67.0,0.0,2025
202536,2025-09-06,2025-10-03,lab,sick kids hospital toronto,36,2,,,,,,,,,,,,,,,,,,,,,,,,,,2025
202536,2025-09-06,2025-10-03,lab,shared hospital laboratory,36,2,1323.0,75.0,1054.0,1.0,1.0,0.0,0.0,1.0,0.0,1054.0,3.0,1055.0,0.0,0.0,0.0,0.0,8.0,1055.0,3.0,1056.0,5.0,1056.0,50.0,1056.0,1.0,2025
202536,2025-09-06,2025-10-03,lab,phol hamilton,36,2,48.0,3.0,86.0,1.0,1.0,1.0,0.0,1.0,0.0,86.0,0.0,76.0,0.0,0.0,0.0,0.0,5.0,76.0,0.0,76.0,1.0,76.0,30.0,76.0,0.0,2025
202536,2025-09-06,2025-10-03,lab,st josephs hamilton,36,2,920.0,52.0,900.0,4.0,0.0,0.0,4.0,4.0,0.0,900.0,4.0,900.0,0.0,0.0,0.0,0.0,6.0,900.0,2.0,900.0,3.0,900.0,34.0,900.0,2.0,2025
